"zone","week","year","spp","mosq_L","trap_L","abund","pir","pir_lci","pir_uci","vi","vi_lci","vi_uci"
"LV","31","2021","Tarsalis",576,6,96,0.0017,1e-04,0.0086,0.1632,0.0096,0.8256
"LV","31","2021","All",654,6,109,0.00278532110091743,0.00018348623853211,0.0133348623853211,0.3036,0.02,1.4535
"BE","31","2021","Pipiens",60,5,12,0,0,0.0364,0,0,0.4368
"BE","31","2021","Tarsalis",160,5,32,0.0059,4e-04,0.0287,0.1888,0.0128,0.9184
"BE","31","2021","All",220,5,44,0.00429090909090909,0.000290909090909091,0.0308,0.1888,0.0128,1.3552
"BC","31","2021","Tarsalis",237,5,47.4,0.0043,3e-04,0.022,0.2038,0.0142,1.0428
"BC","31","2021","All",237,5,47.4,0.00429957805907173,0.00029957805907173,0.022,0.2038,0.0142,1.0428
"NW","32","2021","Pipiens",102,9,11.33,0.0106,0.0019,0.0373,0.1201,0.0215,0.4226
"NW","32","2021","Tarsalis",95,9,10.56,0.0233,0.0044,0.0795,0.246,0.0465,0.8395
"NW","32","2021","All",197,9,21.89,0.0167245317496574,0.00310644129739607,0.0576564641388762,0.3661,0.068,1.2621
"NE","32","2021","Pipiens",911,10,91.1,0.0037,0.0012,0.009,0.3371,0.1093,0.8199
"NE","32","2021","Tarsalis",447,10,44.7,0.0022,1e-04,0.0111,0.0983,0.0045,0.4962
"NE","32","2021","All",1358,10,135.8,0.00320618556701031,0.0008379970544919,0.00969145802650957,0.4354,0.1138,1.3161
"SE","32","2021","Pipiens",294,15,19.6,0.0163,0.0066,0.0364,0.3195,0.1294,0.7134
"SE","32","2021","Tarsalis",447,15,29.8,0.0073,0.002,0.0203,0.2175,0.0596,0.6049
"SE","32","2021","All",741,15,49.4,0.0108704453441296,0.00382591093117409,0.0266862348178138,0.537,0.189,1.3183
"SW","32","2021","Pipiens",59,9,6.56,0.0069,0.0012,0.024,0.0453,0.0079,0.1574
"SW","32","2021","Tarsalis",74,9,8.22,0.0299,0.0054,0.1006,0.2458,0.0444,0.8269
"SW","32","2021","All",133,9,14.78,0.0196955345060893,0.00353856562922869,0.066596752368065,0.2911,0.0523,0.9843
"FC","32","2021","Pipiens",1366,43,31.77,0.0075,0.0043,0.0124,0.2383,0.1366,0.3939
"FC","32","2021","Tarsalis",1063,43,24.72,0.0082,0.0039,0.0155,0.2027,0.0964,0.3832
"FC","32","2021","All",2429,43,56.49,0.00780669144981413,0.00412462382722606,0.0137564170649673,0.441,0.233,0.7771
"LV","32","2021","Pipiens",53,6,8.83,0,0,0.051,0,0,0.4503
"LV","32","2021","Tarsalis",411,6,68.5,0.0083,0.0022,0.0234,0.5686,0.1507,1.6029
"LV","32","2021","All",464,6,77.33,0.00735290314237683,0.00194879089615932,0.0265511444458813,0.5686,0.1507,2.0532
"BE","32","2021","Pipiens",78,5,15.6,0.0107,8e-04,0.0492,0.1669,0.0125,0.7675
"BE","32","2021","Tarsalis",140,5,28,0.0073,4e-04,0.038,0.2044,0.0112,1.064
"BE","32","2021","All",218,5,43.6,0.00851605504587156,0.000543577981651376,0.042006880733945,0.3713,0.0237,1.8315
"BC","32","2021","Tarsalis",132,5,26.4,0.008,5e-04,0.0437,0.2112,0.0132,1.1537
"BC","32","2021","All",132,5,26.4,0.008,5e-04,0.0437007575757576,0.2112,0.0132,1.1537
"NW","33","2021","Pipiens",44,9,4.89,0.0159,0.0042,0.0487,0.0778,0.0205,0.2381
"NW","33","2021","Tarsalis",129,9,14.33,0,0,0.0215,0,0,0.3081
"NW","33","2021","All",173,9,19.22,0.00404786680541103,0.00106659729448491,0.0284183142559834,0.0778,0.0205,0.5462
"NE","33","2021","Pipiens",130,10,13,0,0,0.0155,0,0,0.2015
"NE","33","2021","Tarsalis",257,10,25.7,0.0327,0.0117,0.0897,0.8404,0.3007,2.3053
"NE","33","2021","All",387,10,38.7,0.0217157622739018,0.00777002583979328,0.0647751937984496,0.8404,0.3007,2.5068
"SE","33","2021","Pipiens",68,15,4.53,0.0173,0.0069,0.0395,0.0784,0.0313,0.1789
"SE","33","2021","Tarsalis",95,15,6.33,0,0,0.0321,0,0,0.2032
"SE","33","2021","All",163,15,10.86,0.00721915285451197,0.00288213627992634,0.0351841620626151,0.0784,0.0313,0.3821
"SW","33","2021","Pipiens",30,9,3.33,0.0153,0.005,0.0406,0.0509,0.0167,0.1352
"SW","33","2021","Tarsalis",44,9,4.89,0.0225,0.0014,0.1058,0.11,0.0068,0.5174
"SW","33","2021","All",74,9,8.22,0.0195742092457421,0.00285888077858881,0.0793917274939173,0.1609,0.0235,0.6526
"FC","33","2021","Pipiens",272,43,6.33,0.0135,0.0074,0.0234,0.0855,0.0468,0.1481
"FC","33","2021","Tarsalis",525,43,12.21,0.0139,0.0056,0.0302,0.1697,0.0684,0.3687
"FC","33","2021","All",797,43,18.54,0.013764832793959,0.00621359223300971,0.0278748651564186,0.2552,0.1152,0.5168
"LV","33","2021","Pipiens",112,6,18.67,0.0085,5e-04,0.0409,0.1587,0.0093,0.7636
"LV","33","2021","Tarsalis",291,6,48.5,0.0076,0.0014,0.0262,0.3686,0.0679,1.2707
"LV","33","2021","All",403,6,67.17,0.00785023075777877,0.00114932261426232,0.0302858418937025,0.5273,0.0772,2.0343
"BE","33","2021","Pipiens",29,5,5.8,0,0,0.0755,0,0,0.4379
"BE","33","2021","Tarsalis",132,5,26.4,0,0,0.0209,0,0,0.5518
"BE","33","2021","All",161,5,32.2,0,0,0.0307360248447205,0,0,0.9897
"BC","33","2021","Tarsalis",103,5,20.6,0,0,0.0256,0,0,0.5274
"BC","33","2021","All",103,5,20.6,0,0,0.0256019417475728,0,0,0.5274
"NW","34","2021","Pipiens",24,9,2.67,0.0244,0.007,0.073,0.0651,0.0187,0.1949
"NW","34","2021","Tarsalis",36,9,4,0,0,0.0757,0,0,0.3028
"NW","34","2021","All",60,9,6.67,0.00976011994002999,0.00280359820089955,0.0746176911544228,0.0651,0.0187,0.4977
"NE","34","2021","Pipiens",680,10,68,0.0083,0.0035,0.0174,0.5644,0.238,1.1832
"NE","34","2021","Tarsalis",81,10,8.1,0.0118,7e-04,0.0559,0.0956,0.0057,0.4528
"NE","34","2021","All",761,10,76.1,0.00867279894875164,0.0032023653088042,0.0214980289093298,0.66,0.2437,1.636
"SE","34","2021","Pipiens",126,15,8.4,0.0168,0.0054,0.0442,0.1411,0.0454,0.3713
"SE","34","2021","Tarsalis",67,15,4.47,0,0,0.045,0,0,0.2011
"SE","34","2021","All",193,15,12.87,0.010963480963481,0.00352758352758353,0.0444755244755245,0.1411,0.0454,0.5724
"SW","34","2021","Pipiens",19,9,2.11,0.0202,0.0014,0.0898,0.0426,0.003,0.1895
"SW","34","2021","Tarsalis",17,9,1.89,0,0,0.1589,0,0,0.3003
"SW","34","2021","All",36,9,4,0.01065,0.00075,0.12245,0.0426,0.003,0.4898
"FC","34","2021","Pipiens",849,43,19.74,0.0128,0.0074,0.0211,0.2527,0.1461,0.4165
"FC","34","2021","Tarsalis",201,43,4.67,0.0049,3e-04,0.0237,0.0229,0.0014,0.1107
"FC","34","2021","All",1050,43,24.41,0.0112904547316674,0.00604260548955346,0.0215977058582548,0.2756,0.1475,0.5272
"LV","34","2021","Pipiens",72,6,12,0,0,0.0352,0,0,0.4224
"LV","34","2021","Tarsalis",147,6,24.5,0.015,0.0028,0.0516,0.3675,0.0686,1.2642
"LV","34","2021","All",219,6,36.5,0.0100684931506849,0.00187945205479452,0.0462082191780822,0.3675,0.0686,1.6866
"BE","34","2021","Pipiens",28,5,5.6,0.0428,0.0024,0.2944,0.2397,0.0134,1.6486
"BE","34","2021","Tarsalis",112,5,22.4,0.0092,6e-04,0.049,0.2061,0.0134,1.0976
"BE","34","2021","All",140,5,28,0.0159214285714286,0.000957142857142857,0.0980785714285714,0.4458,0.0268,2.7462
"BC","34","2021","Tarsalis",73,5,14.6,0,0,0.0355,0,0,0.5183
"BC","34","2021","All",73,5,14.6,0,0,0.0355,0,0,0.5183
"NW","35","2021","Pipiens",22,9,2.44,0.0125,7e-04,0.0746,0.0305,0.0017,0.182
"NW","35","2021","Tarsalis",25,9,2.78,0,0,0.1035,0,0,0.2877
"NW","35","2021","All",47,9,5.22,0.00584291187739464,0.000325670498084291,0.0899808429118774,0.0305,0.0017,0.4697
"NE","35","2021","Pipiens",358,10,35.8,0.0024,1e-04,0.0114,0.0859,0.0036,0.4081
"NE","35","2021","Tarsalis",30,10,3,0,0,0.0812,0,0,0.2436
"NE","35","2021","All",388,10,38.8,0.0022139175257732,9.27835051546392e-05,0.0167963917525773,0.0859,0.0036,0.6517
"SE","35","2021","Pipiens",267,15,17.8,0.0143,0.0055,0.0325,0.2545,0.0979,0.5785
"SE","35","2021","Tarsalis",116,15,7.73,0.0086,5e-04,0.0419,0.0665,0.0039,0.3239
"SE","35","2021","All",383,15,25.53,0.0125734430082256,0.00398746572659616,0.0353466509988249,0.321,0.1018,0.9024
"SW","35","2021","Pipiens",26,9,2.89,0.0411,0.0079,0.1684,0.1188,0.0228,0.4867
"SW","35","2021","Tarsalis",15,9,1.67,0,0,0.1607,0,0,0.2684
"SW","35","2021","All",41,9,4.56,0.0260526315789474,0.005,0.165592105263158,0.1188,0.0228,0.7551
"FC","35","2021","Pipiens",673,43,15.65,0.0105,0.0053,0.0192,0.1643,0.0829,0.3005
"FC","35","2021","Tarsalis",186,43,4.33,0.0054,3e-04,0.0264,0.0234,0.0013,0.1143
"FC","35","2021","All",859,43,19.98,0.00939439439439439,0.00421421421421421,0.0207607607607608,0.1877,0.0842,0.4148
"LV","35","2021","Pipiens",44,6,7.33,0.023,0.0015,0.1222,0.1686,0.011,0.8957
"LV","35","2021","Tarsalis",75,6,12.5,0.0139,8e-04,0.0719,0.1737,0.01,0.8988
"LV","35","2021","All",119,6,19.83,0.0172617246596067,0.0010590015128593,0.090494200706001,0.3423,0.021,1.7945
"BE","35","2021","Pipiens",34,5,6.8,0,0,0.063,0,0,0.4284
"BE","35","2021","Tarsalis",44,5,8.8,0.0224,0.0014,0.1085,0.1971,0.0123,0.9548
"BE","35","2021","All",78,5,15.6,0.0126346153846154,0.000788461538461538,0.0886666666666667,0.1971,0.0123,1.3832
"BC","35","2021","Tarsalis",28,5,5.6,0,0,0.0934,0,0,0.523
"BC","35","2021","All",28,5,5.6,0,0,0.0933928571428572,0,0,0.523
"NW","36","2021","Pipiens",15,9,1.67,0.0169,0.001,0.1007,0.0282,0.0017,0.1682
"NW","36","2021","Tarsalis",5,9,0.56,0,0,0.367,0,0,0.2055
"NW","36","2021","All",20,9,2.23,0.0126457399103139,0.000762331838565022,0.167578475336323,0.0282,0.0017,0.3737
"NE","36","2021","Pipiens",665,10,66.5,0,0,0.0049,0,0,0.3258
"NE","36","2021","Tarsalis",14,10,1.4,0,0,0.1788,0,0,0.2503
"NE","36","2021","All",679,10,67.9,0,0,0.00848453608247423,0,0,0.5761
"SE","36","2021","Pipiens",340,15,22.67,0.0074,0.002,0.0202,0.1678,0.0453,0.4579
"SE","36","2021","Tarsalis",10,15,0.67,0,0,0.23,0,0,0.1541
"SE","36","2021","All",350,15,23.34,0.00718937446443873,0.00194087403598972,0.0262210796915167,0.1678,0.0453,0.612
"SW","36","2021","Pipiens",18,9,2,0.0254,0.0014,0.1609,0.0508,0.0028,0.3218
"SW","36","2021","Tarsalis",7,9,0.78,0,0,0.3277,0,0,0.2556
"SW","36","2021","All",25,9,2.78,0.018273381294964,0.00100719424460432,0.207697841726619,0.0508,0.0028,0.5774
"FC","36","2021","Pipiens",1038,43,24.14,0.0042,0.0016,0.0093,0.1014,0.0386,0.2245
"FC","36","2021","Tarsalis",36,43,0.84,0,0,0.0886,0,0,0.0744
"FC","36","2021","All",1074,43,24.98,0.00405924739791833,0.00154523618895116,0.0119655724579664,0.1014,0.0386,0.2989
"LV","36","2021","Pipiens",1,6,0.17,0,0,0.7935,0,0,0.1349
"LV","36","2021","Tarsalis",8,6,1.33,0.1371,0.0084,0.6578,0.1823,0.0112,0.8749
"LV","36","2021","All",9,6,1.5,0.121533333333333,0.00746666666666667,0.6732,0.1823,0.0112,1.0098
"BC","36","2021","Tarsalis",26,5,5.2,0,0,0.1007,0,0,0.5236
"BC","36","2021","All",26,5,5.2,0,0,0.100692307692308,0,0,0.5236
"NW","23","2022","Pipiens",2,9,0.22,0,0,0.5615,0,0,0.1235
"NW","23","2022","Tarsalis",14,9,1.56,0,0,0.1671,0,0,0.2607
"NW","23","2022","All",16,9,1.78,0,0,0.215842696629213,0,0,0.3842
"NE","23","2022","Tarsalis",59,10,5.9,0,0,0.0384,0,0,0.2266
"NE","23","2022","All",59,10,5.9,0,0,0.0384067796610169,0,0,0.2266
"SE","23","2022","Pipiens",4,15,0.27,0,0,0.0349,0,0,0.0094
"SE","23","2022","Tarsalis",83,15,5.53,0,0,0.0345,0,0,0.1908
"SE","23","2022","All",87,15,5.8,0,0,0.0345172413793103,0,0,0.2002
"SW","23","2022","Pipiens",2,9,0.22,0,0,0.1608,0,0,0.0354
"SW","23","2022","Tarsalis",19,9,2.11,0,0,0.1126,0,0,0.2376
"SW","23","2022","All",21,9,2.33,0,0,0.117167381974249,0,0,0.273
"FC","23","2022","Pipiens",8,43,0.19,0,0,0.0318,0,0,0.006
"FC","23","2022","Tarsalis",175,43,4.07,0,0,0.0185,0,0,0.0753
"FC","23","2022","All",183,43,4.26,0,0,0.0190845070422535,0,0,0.0813
"LV","23","2022","Pipiens",2,6,0.33,0,0,0.5455,0,0,0.18
"LV","23","2022","Tarsalis",51,6,8.5,0,0,0.045,0,0,0.3825
"LV","23","2022","All",53,6,8.83,0,0,0.0637032842582106,0,0,0.5625
"BE","23","2022","Tarsalis",42,5,8.4,0,0,0.0452,0,0,0.3797
"BE","23","2022","All",42,5,8.4,0,0,0.0452023809523809,0,0,0.3797
"NW","24","2022","Pipiens",13,9,1.44,0,0,0.1144,0,0,0.1647
"NW","24","2022","Tarsalis",69,9,7.67,0,0,0.0358,0,0,0.2746
"NW","24","2022","All",82,9,9.11,0,0,0.0482217343578485,0,0,0.4393
"NE","24","2022","Pipiens",7,10,0.7,0,0,0.0832,0,0,0.0582
"NE","24","2022","Tarsalis",127,10,12.7,0,0,0.0233,0,0,0.2959
"NE","24","2022","All",134,10,13.4,0,0,0.0264253731343284,0,0,0.3541
"SE","24","2022","Pipiens",4,15,0.27,0,0,0.0556,0,0,0.015
"SE","24","2022","Tarsalis",81,15,5.4,0,0,0.0354,0,0,0.1912
"SE","24","2022","All",85,15,5.67,0,0,0.0363668430335097,0,0,0.2062
"SW","24","2022","Pipiens",5,9,0.56,0,0,0.3277,0,0,0.1835
"SW","24","2022","Tarsalis",24,9,2.67,0,0,0.1025,0,0,0.2737
"SW","24","2022","All",29,9,3.23,0,0,0.141547987616099,0,0,0.4572
"FC","24","2022","Pipiens",29,43,0.67,0,0,0.0316,0,0,0.0212
"FC","24","2022","Tarsalis",301,43,7,0,0,0.0113,0,0,0.0791
"FC","24","2022","All",330,43,7.67,0,0,0.0130769230769231,0,0,0.1003
"LV","24","2022","Pipiens",3,6,0.5,0,0,0.4991,0,0,0.2496
"LV","24","2022","Tarsalis",118,6,19.67,0,0,0.0218,0,0,0.4288
"LV","24","2022","All",121,6,20.17,0,0,0.0336341100644522,0,0,0.6784
"BE","24","2022","Pipiens",3,5,0.6,0,0,0.4089,0,0,0.2453
"BE","24","2022","Tarsalis",57,5,11.4,0,0,0.0456,0,0,0.5198
"BE","24","2022","All",60,5,12,0,0,0.0637583333333333,0,0,0.7651
"BC","24","2022","Tarsalis",73,4.78571428571429,15.25,0,0,0.0336,0,0,0.5124
"BC","24","2022","All",73,4.78571428571429,15.25,0,0,0.0336,0,0,0.5124
"NW","25","2022","Pipiens",7,9,0.78,0,0,0.2314,0,0,0.1805
"NW","25","2022","Tarsalis",18,9,2,0,0,0.1299,0,0,0.2598
"NW","25","2022","All",25,9,2.78,0,0,0.158381294964029,0,0,0.4403
"NE","25","2022","Pipiens",39,10,3.9,0,0,0.044,0,0,0.1716
"NE","25","2022","Tarsalis",171,10,17.1,0,0,0.0168,0,0,0.2873
"NE","25","2022","All",210,10,21,0,0,0.021852380952381,0,0,0.4589
"SE","25","2022","Pipiens",8,15,0.53,0,0,0.0676,0,0,0.0358
"SE","25","2022","Tarsalis",138,15,9.2,0,0,0.0226,0,0,0.2079
"SE","25","2022","All",146,15,9.73,0,0,0.0250462487153135,0,0,0.2437
"SW","25","2022","Pipiens",2,9,0.22,0,0,0.3454,0,0,0.076
"SW","25","2022","Tarsalis",20,9,2.22,0,0,0.1161,0,0,0.2577
"SW","25","2022","All",22,9,2.44,0,0,0.136762295081967,0,0,0.3337
"FC","25","2022","Pipiens",56,43,1.3,0,0,0.0292,0,0,0.038
"FC","25","2022","Tarsalis",347,43,8.07,0,0,0.0098,0,0,0.0791
"FC","25","2022","All",403,43,9.37,0,0,0.0124973319103522,0,0,0.1171
"LV","25","2022","Tarsalis",82,6,13.67,0,0,0.0275,0,0,0.3759
"LV","25","2022","All",82,6,13.67,0,0,0.0274981711777615,0,0,0.3759
"BE","25","2022","Pipiens",1,5,0.2,0,0,0.7935,0,0,0.1587
"BE","25","2022","Tarsalis",33,5,6.6,0,0,0.0652,0,0,0.4303
"BE","25","2022","All",34,5,6.8,0,0,0.0866176470588235,0,0,0.589
"BC","25","2022","Tarsalis",73,4.78571428571429,15.25,0,0,0.0337,0,0,0.5139
"BC","25","2022","All",73,4.78571428571429,15.25,0,0,0.0336983606557377,0,0,0.5139
"NW","26","2022","Pipiens",31,9,3.44,0,0,0.0365,0,0,0.1256
"NW","26","2022","Tarsalis",34,9,3.78,0,0,0.0852,0,0,0.3221
"NW","26","2022","All",65,9,7.22,0,0,0.0620083102493075,0,0,0.4477
