"zone","week","year","spp","mosq_L","trap_L","abund","pir","pir_lci","pir_uci","vi","vi_lci","vi_uci"
"FC","30","2017","All",2276,43,52.93,0.00198564141318723,0.000576232760249386,0.00489136595503495,0.1051,0.0305,0.2589
"LV","30","2017","Pipiens",11,6,1.83,0,0,0.1918,0,0,0.351
"LV","30","2017","Tarsalis",1077,6,179.5,9e-04,1e-04,0.0045,0.1616,0.018,0.8078
"LV","30","2017","All",1088,6,181.33,0.000891192852809794,9.92665306347543e-05,0.00639055864997518,0.1616,0.018,1.1588
"BE","30","2017","Pipiens",2,4,0.5,0,0,0.5455,0,0,0.2728
"BE","30","2017","Tarsalis",25,4,6.25,0,0,0.1008,0,0,0.63
"BE","30","2017","All",27,4,6.75,0,0,0.133748148148148,0,0,0.9028
"NW","31","2017","Pipiens",46,9,5.11,0,0,0.0133,0,0,0.068
"NW","31","2017","Tarsalis",158,9,17.56,0,0,0.0188,0,0,0.3301
"NW","31","2017","All",204,9,22.67,0,0,0.0175606528451698,0,0,0.3981
"NE","31","2017","Pipiens",45,10,4.5,0.0044,3e-04,0.0209,0.0198,0.0013,0.094
"NE","31","2017","Tarsalis",237,10,23.7,0.0044,3e-04,0.0225,0.1043,0.0071,0.5332
"NE","31","2017","All",282,10,28.2,0.00440070921985816,0.000297872340425532,0.022241134751773,0.1241,0.0084,0.6272
"SE","31","2017","Pipiens",71,15,4.73,0.0157,0.0072,0.0317,0.0743,0.0341,0.1499
"SE","31","2017","Tarsalis",865,15,57.67,0.0037,0.001,0.01,0.2134,0.0577,0.5767
"SE","31","2017","All",936,15,62.4,0.00461057692307692,0.00147115384615385,0.0116442307692308,0.2877,0.0918,0.7266
"SW","31","2017","Pipiens",15,9,1.67,0.0106,8e-04,0.0476,0.0177,0.0013,0.0795
"SW","31","2017","Tarsalis",149,9,16.56,0.0065,4e-04,0.0316,0.1076,0.0066,0.5233
"SW","31","2017","All",164,9,18.23,0.00687328579264948,0.000433351618211739,0.0330663741086122,0.1253,0.0079,0.6028
"FC","31","2017","Pipiens",177,43,4.12,0.0094,0.0047,0.0171,0.0387,0.0194,0.0705
"FC","31","2017","Tarsalis",1409,43,32.77,0.0038,0.0014,0.0084,0.1245,0.0459,0.2753
"FC","31","2017","All",1586,43,36.89,0.00442396313364055,0.00177012740580103,0.00937381404174573,0.1632,0.0653,0.3458
"LV","31","2017","Pipiens",11,6,1.83,0,0,0.2049,0,0,0.375
"LV","31","2017","Tarsalis",505,6,84.17,0,0,0.0065,0,0,0.5471
"LV","31","2017","All",516,6,86,0,0,0.0107220930232558,0,0,0.9221
"BE","31","2017","Pipiens",11,4,2.75,0,0,0.1583,0,0,0.4353
"BE","31","2017","Tarsalis",154,4,38.5,0,0,0.0179,0,0,0.6891
"BE","31","2017","All",165,4,41.25,0,0,0.0272581818181818,0,0,1.1244
"NW","32","2017","Pipiens",95,9,10.56,0,0,0.0201,0,0,0.2123
"NW","32","2017","Tarsalis",73,9,8.11,0,0,0.035,0,0,0.2838
"NW","32","2017","All",168,9,18.67,0,0,0.0265720407070166,0,0,0.4961
"NE","32","2017","Pipiens",127,10,12.7,0.0059,4e-04,0.0281,0.0749,0.0051,0.3569
"NE","32","2017","Tarsalis",122,10,12.2,0,0,0.0251,0,0,0.3062
"NE","32","2017","All",249,10,24.9,0.00300803212851406,0.000204819277108434,0.0266305220883534,0.0749,0.0051,0.6631
"SE","32","2017","Pipiens",61,15,4.07,0.0077,4e-04,0.0419,0.0313,0.0016,0.1705
"SE","32","2017","Tarsalis",336,15,22.4,0.0029,2e-04,0.0142,0.065,0.0045,0.3181
"SE","32","2017","All",397,15,26.47,0.00363808084624103,0.000230449565545901,0.0184586324140536,0.0963,0.0061,0.4886
"SW","32","2017","Pipiens",9,9,1,0,0,0.071,0,0,0.071
"SW","32","2017","Tarsalis",28,9,3.11,0.0343,0.0022,0.1554,0.1067,0.0068,0.4833
"SW","32","2017","All",37,9,4.11,0.0259610705596107,0.00165450121654501,0.134866180048662,0.1067,0.0068,0.5543
"FC","32","2017","Pipiens",292,43,6.79,0.0045,8e-04,0.0148,0.0306,0.0054,0.1005
"FC","32","2017","Tarsalis",559,43,13,0.0036,7e-04,0.0116,0.0468,0.0091,0.1508
"FC","32","2017","All",851,43,19.79,0.003911066195048,0.000732693279434058,0.0126983324911571,0.0774,0.0145,0.2513
"LV","32","2017","Pipiens",4,6,0.67,0,0,0.3259,0,0,0.2184
"LV","32","2017","Tarsalis",130,6,21.67,0,0,0.0214,0,0,0.4637
"LV","32","2017","All",134,6,22.34,0,0,0.0305326768128917,0,0,0.6821
"BE","32","2017","Pipiens",4,4,1,0,0,0.3918,0,0,0.3918
"BE","32","2017","Tarsalis",105,4,26.25,0,0,0.0243,0,0,0.6379
"BE","32","2017","All",109,4,27.25,0,0,0.0377871559633028,0,0,1.0297
"NW","33","2017","Pipiens",79,9,8.78,0,0,0.0272,0,0,0.2388
"NW","33","2017","Tarsalis",78,9,8.67,0,0,0.0351,0,0,0.3043
"NW","33","2017","All",157,9,17.45,0,0,0.0311232091690544,0,0,0.5431
"NE","33","2017","Pipiens",104,10,10.4,0.0072,4e-04,0.0358,0.0749,0.0042,0.3723
"NE","33","2017","Tarsalis",114,10,11.4,0.0088,5e-04,0.0443,0.1003,0.0057,0.505
"NE","33","2017","All",218,10,21.8,0.00803669724770642,0.000454128440366972,0.040243119266055,0.1752,0.0099,0.8773
"SE","33","2017","Pipiens",53,15,3.53,0.0186,0.0033,0.0714,0.0657,0.0116,0.252
"SE","33","2017","Tarsalis",145,15,9.67,0.0073,4e-04,0.0375,0.0706,0.0039,0.3626
"SE","33","2017","All",198,15,13.2,0.0103257575757576,0.00117424242424242,0.0465606060606061,0.1363,0.0155,0.6146
"SW","33","2017","Pipiens",15,9,1.67,0,0,0.0411,0,0,0.0686
"SW","33","2017","Tarsalis",49,9,5.44,0,0,0.0429,0,0,0.2334
"SW","33","2017","All",64,9,7.11,0,0,0.0424753867791842,0,0,0.302
"FC","33","2017","Pipiens",251,43,5.84,0.008,0.0021,0.0221,0.0467,0.0123,0.1291
"FC","33","2017","Tarsalis",386,43,8.98,0.0054,0.001,0.0181,0.0485,0.009,0.1625
"FC","33","2017","All",637,43,14.82,0.00642375168690958,0.00143724696356275,0.0196761133603239,0.0952,0.0213,0.2916
"LV","33","2017","Pipiens",14,6,2.33,0,0,0.1781,0,0,0.415
"LV","33","2017","Tarsalis",129,6,21.5,0.0085,5e-04,0.0474,0.1828,0.0108,1.0191
"LV","33","2017","All",143,6,23.83,0.00767100293747377,0.000453210239194293,0.060180444817457,0.1828,0.0108,1.4341
"BE","33","2017","Pipiens",15,4,3.75,0,0,0.0998,0,0,0.3742
"BE","33","2017","Tarsalis",56,4,14,0,0,0.0339,0,0,0.4746
"BE","33","2017","All",71,4,17.75,0,0,0.0478197183098592,0,0,0.8488
"NW","34","2017","Pipiens",66,9,7.33,0,0,0.0262,0,0,0.192
"NW","34","2017","Tarsalis",67,9,7.44,0.0161,9e-04,0.0852,0.1198,0.0067,0.6339
"NW","34","2017","All",133,9,14.77,0.00811103588354773,0.00045362220717671,0.0559174001354096,0.1198,0.0067,0.8259
"NE","34","2017","Pipiens",66,10,6.6,0,0,0.0227,0,0,0.1498
"NE","34","2017","Tarsalis",77,10,7.7,0,0,0.0375,0,0,0.2888
"NE","34","2017","All",143,10,14.3,0,0,0.0306713286713287,0,0,0.4386
"SE","34","2017","Pipiens",90,15,6,0.0036,2e-04,0.0173,0.0216,0.0012,0.1038
"SE","34","2017","Tarsalis",218,15,14.53,0.0044,3e-04,0.0212,0.0639,0.0044,0.308
"SE","34","2017","All",308,15,20.53,0.004164637116415,0.000272771553823673,0.0200584510472479,0.0855,0.0056,0.4118
"SW","34","2017","Pipiens",7,9,0.78,0,0,0.089,0,0,0.0694
"SW","34","2017","Tarsalis",56,9,6.22,0,0,0.0463,0,0,0.288
"SW","34","2017","All",63,9,7,0,0,0.0510571428571429,0,0,0.3574
"FC","34","2017","Pipiens",229,43,5.33,0.0019,1e-04,0.0093,0.0101,5e-04,0.0496
"FC","34","2017","Tarsalis",418,43,9.72,0.0049,9e-04,0.0158,0.0476,0.0087,0.1536
"FC","34","2017","All",647,43,15.05,0.00383388704318937,0.000611295681063123,0.0135016611295681,0.0577,0.0092,0.2032
"LV","34","2017","Pipiens",14,6,2.33,0,0,0.1388,0,0,0.3234
"LV","34","2017","Tarsalis",185,6,30.83,0,0,0.0158,0,0,0.4871
"LV","34","2017","All",199,6,33.16,0,0,0.0244420989143546,0,0,0.8105
"BE","34","2017","Pipiens",28,4,7,0,0,0.0711,0,0,0.4977
"BE","34","2017","Tarsalis",95,4,23.75,0.0531,0.0145,0.2359,1.2611,0.3444,5.6026
"BE","34","2017","All",123,4,30.75,0.0410113821138211,0.0112,0.198383739837398,1.2611,0.3444,6.1003
"NW","35","2017","Pipiens",24,9,2.67,0,0,0.0388,0,0,0.1036
"NW","35","2017","Tarsalis",60,9,6.67,0,0,0.0449,0,0,0.2995
"NW","35","2017","All",84,9,9.34,0,0,0.0431584582441114,0,0,0.4031
"NE","35","2017","Pipiens",116,10,11.6,0,0,0.0141,0,0,0.1636
"NE","35","2017","Tarsalis",98,10,9.8,0,0,0.0302,0,0,0.296
"NE","35","2017","All",214,10,21.4,0,0,0.0214766355140187,0,0,0.4596
"SE","35","2017","Pipiens",48,15,3.2,0.0076,5e-04,0.0373,0.0243,0.0016,0.1194
"SE","35","2017","Tarsalis",85,15,5.67,0,0,0.038,0,0,0.2155
"SE","35","2017","All",133,15,8.87,0.00273957158962796,0.000180383314543405,0.0377564825253664,0.0243,0.0016,0.3349
"SW","35","2017","Pipiens",3,9,0.33,0,0,0.1434,0,0,0.0473
"SW","35","2017","Tarsalis",16,9,1.78,0,0,0.1586,0,0,0.2823
"SW","35","2017","All",19,9,2.11,0,0,0.156208530805687,0,0,0.3296
"FC","35","2017","Pipiens",191,43,4.44,0.0024,1e-04,0.0115,0.0107,4e-04,0.0511
"FC","35","2017","Tarsalis",259,43,6.02,0,0,0.0135,0,0,0.0813
"FC","35","2017","All",450,43,10.46,0.00102294455066922,3.82409177820268e-05,0.0126577437858509,0.0107,4e-04,0.1324
"LV","35","2017","Pipiens",6,6,1,0,0,0.3378,0,0,0.3378
"LV","35","2017","Tarsalis",55,6,9.17,0,0,0.0464,0,0,0.4255
"LV","35","2017","All",61,6,10.17,0,0,0.0750540806293019,0,0,0.7633
"BE","35","2017","Tarsalis",6,4,1.5,0,0,0.2923,0,0,0.4384
"BE","35","2017","All",6,4,1.5,0,0,0.292266666666667,0,0,0.4384
"NW","36","2017","Pipiens",16,9,1.78,0,0,0.077,0,0,0.1371
"NW","36","2017","Tarsalis",24,9,2.67,0,0,0.0998,0,0,0.2665
"NW","36","2017","All",40,9,4.45,0,0,0.0906966292134831,0,0,0.4036
"NE","36","2017","Pipiens",47,10,4.7,0,0,0.0254,0,0,0.1194
"NE","36","2017","Tarsalis",14,10,1.4,0,0,0.175,0,0,0.245
"NE","36","2017","All",61,10,6.1,0,0,0.0597377049180328,0,0,0.3644
"SE","36","2017","Pipiens",51,15,3.4,0.0161,0.001,0.076,0.0547,0.0034,0.2584
"SE","36","2017","Tarsalis",13,15,0.87,0,0,0.1986,0,0,0.1728
"SE","36","2017","All",64,15,4.27,0.0128103044496487,0.000796252927400468,0.100983606557377,0.0547,0.0034,0.4312
"SW","36","2017","Pipiens",4,9,0.44,0,0,0.4507,0,0,0.1983
"SW","36","2017","Tarsalis",16,9,1.78,0,0,0.127,0,0,0.2261
"SW","36","2017","All",20,9,2.22,0,0,0.191171171171171,0,0,0.4244
"FC","36","2017","Pipiens",118,43,2.74,0.0046,3e-04,0.0221,0.0126,8e-04,0.0606
"FC","36","2017","Tarsalis",67,43,1.56,0,0,0.0483,0,0,0.0753
"FC","36","2017","All",185,43,4.3,0.00293023255813953,0.000186046511627907,0.0316046511627907,0.0126,8e-04,0.1359
"LV","36","2017","Pipiens",12,6,2,0,0,0.1232,0,0,0.2464
"LV","36","2017","Tarsalis",38,6,6.33,0,0,0.0569,0,0,0.3602
"LV","36","2017","All",50,6,8.33,0,0,0.0728211284513806,0,0,0.6066
"NW","24","2018","Pipiens",18,9,2,0,0,0.1254,0,0,0.2508
"NW","24","2018","Tarsalis",76,9,8.44,0,0,0.0361,0,0,0.3047
"NW","24","2018","All",94,9,10.44,0,0,0.0532088122605364,0,0,0.5555
"NE","24","2018","Tarsalis",65,10,6.5,0,0,0.0388,0,0,0.2522
"NE","24","2018","All",65,10,6.5,0,0,0.0388,0,0,0.2522
"SE","24","2018","Pipiens",13,15,0.87,0,0,0.025,0,0,0.0218
"SE","24","2018","Tarsalis",216,15,14.4,0,0,0.0149,0,0,0.2146
"SE","24","2018","All",229,15,15.27,0,0,0.0154813359528487,0,0,0.2364
"SW","24","2018","Pipiens",2,9,0.22,0,0,0.4507,0,0,0.0992
"SW","24","2018","Tarsalis",31,9,3.44,0,0,0.086,0,0,0.2958
"SW","24","2018","All",33,9,3.66,0,0,0.10792349726776,0,0,0.395
"FC","24","2018","Pipiens",33,43,0.77,0,0,0.0218,0,0,0.0168
"FC","24","2018","Tarsalis",388,43,9.02,0,0,0.009,0,0,0.0812
"FC","24","2018","All",421,43,9.79,0,0,0.0100102145045965,0,0,0.098
"LV","24","2018","Tarsalis",121,6,20.17,0,0,0.0218,0,0,0.4397
"LV","24","2018","All",121,6,20.17,0,0,0.0217997025285077,0,0,0.4397
"BE","24","2018","Tarsalis",93,4,23.25,0,0,0.0258,0,0,0.5998
"BE","24","2018","All",93,4,23.25,0,0,0.0257978494623656,0,0,0.5998
"NW","25","2018","Pipiens",4,9,0.44,0,0,0.1425,0,0,0.0627
"NW","25","2018","Tarsalis",23,9,2.56,0,0,0.0731,0,0,0.1871
"NW","25","2018","All",27,9,3,0,0,0.0832666666666667,0,0,0.2498
"NE","25","2018","Pipiens",9,10,0.9,0,0,0.073,0,0,0.0657
"NE","25","2018","Tarsalis",22,10,2.2,0,0,0.127,0,0,0.2794
"NE","25","2018","All",31,10,3.1,0,0,0.111322580645161,0,0,0.3451
"SE","25","2018","Pipiens",28,15,1.87,0,0,0.0259,0,0,0.0484
"SE","25","2018","Tarsalis",260,15,17.33,0,0,0.0118,0,0,0.2045
"SE","25","2018","All",288,15,19.2,0,0,0.013171875,0,0,0.2529
"SW","25","2018","Pipiens",4,9,0.44,0,0,0.4149,0,0,0.1826
"SW","25","2018","Tarsalis",25,9,2.78,0,0,0.1037,0,0,0.2883
"SW","25","2018","All",29,9,3.22,0,0,0.146242236024845,0,0,0.4709
"FC","25","2018","Pipiens",45,43,1.05,0,0,0.0197,0,0,0.0207
"FC","25","2018","Tarsalis",330,43,7.67,0,0,0.01,0,0,0.0767
"FC","25","2018","All",375,43,8.72,0,0,0.0111697247706422,0,0,0.0974
"LV","25","2018","Pipiens",3,6,0.5,0,0,0.4991,0,0,0.2496
"LV","25","2018","Tarsalis",110,6,18.33,0,0,0.022,0,0,0.4033
"LV","25","2018","All",113,6,18.83,0,0,0.0346733935209772,0,0,0.6529
"BE","25","2018","Pipiens",3,4,0.75,0,0,0.4089,0,0,0.3067
"BE","25","2018","Tarsalis",22,4,5.5,0,0,0.0986,0,0,0.5423
"BE","25","2018","All",25,4,6.25,0,0,0.13584,0,0,0.849
"NW","26","2018","Pipiens",30,9,3.33,0,0,0.0411,0,0,0.1369
"NW","26","2018","Tarsalis",171,9,19,0,0,0.0172,0,0,0.3268
"NW","26","2018","All",201,9,22.33,0,0,0.0207657859381997,0,0,0.4637
"NE","26","2018","Pipiens",25,10,2.5,0,0,0.0655,0,0,0.1638
"NE","26","2018","Tarsalis",152,10,15.2,0,0,0.0196,0,0,0.2979
"NE","26","2018","All",177,10,17.7,0,0,0.0260847457627119,0,0,0.4617
"SE","26","2018","Pipiens",35,15,2.33,0,0,0.0219,0,0,0.051
"SE","26","2018","Tarsalis",540,15,36,0,0,0.0063,0,0,0.2268
"SE","26","2018","All",575,15,38.33,0,0,0.00724758674667362,0,0,0.2778
"SW","26","2018","Pipiens",12,9,1.33,0,0,0.0865,0,0,0.115
"SW","26","2018","Tarsalis",239,9,26.56,0,0,0.0126,0,0,0.3347
"SW","26","2018","All",251,9,27.89,0,0,0.0161240588024382,0,0,0.4497
"FC","26","2018","Pipiens",102,43,2.37,0,0,0.0131,0,0,0.031
"FC","26","2018","Tarsalis",1102,43,25.63,0,0,0.0033,0,0,0.0846
"FC","26","2018","All",1204,43,28,0,0,0.00412857142857143,0,0,0.1156
"LV","26","2018","Pipiens",2,6,0.33,0,0,0.6576,0,0,0.217
"LV","26","2018","Tarsalis",158,6,26.33,0,0,0.0181,0,0,0.4766
"LV","26","2018","All",160,6,26.66,0,0,0.0260165041260315,0,0,0.6936
"BE","26","2018","Pipiens",5,4,1.25,0,0,0.2705,0,0,0.3381
"BE","26","2018","Tarsalis",191,4,47.75,0,0,0.0148,0,0,0.7067
"BE","26","2018","All",196,4,49,0,0,0.0213224489795918,0,0,1.0448
"NW","27","2018","Pipiens",99,9,11,0,0,0.0163,0,0,0.1793
"NW","27","2018","Tarsalis",267,9,29.67,0,0,0.0115,0,0,0.3412
"NW","27","2018","All",366,9,40.67,0,0,0.0127981313007131,0,0,0.5205
"NE","27","2018","Pipiens",21,10,2.1,0,0,0.0197,0,0,0.0414
"NE","27","2018","Tarsalis",729,10,72.9,0,0,0.0047,0,0,0.3426
"NE","27","2018","All",750,10,75,0,0,0.00512,0,0,0.384
"SE","27","2018","Pipiens",54,15,3.6,0,0,0.0098,0,0,0.0353
"SE","27","2018","Tarsalis",912,15,60.8,0,0,0.0039,0,0,0.2371
"SE","27","2018","All",966,15,64.4,0,0,0.00422981366459627,0,0,0.2724
"SW","27","2018","Tarsalis",227,9,25.22,0,0,0.0126,0,0,0.3178
"SW","27","2018","All",227,9,25.22,0,0,0.0126011102299762,0,0,0.3178
"FC","27","2018","Pipiens",174,43,4.05,0,0,0.0049,0,0,0.0198
"FC","27","2018","Tarsalis",2135,43,49.65,0,0,0.0017,0,0,0.0844
"FC","27","2018","All",2309,43,53.7,0,0,0.00194040968342644,0,0,0.1042
"LV","27","2018","Tarsalis",320,6,53.33,0,0,0.0097,0,0,0.5173
"LV","27","2018","All",320,6,53.33,0,0,0.00969998124882805,0,0,0.5173
"BE","27","2018","Pipiens",10,4,2.5,0,0,0.1459,0,0,0.3648
"BE","27","2018","Tarsalis",355,4,88.75,0,0,0.0088,0,0,0.781
"BE","27","2018","All",365,4,91.25,0,0,0.0125567123287671,0,0,1.1458
"NW","28","2018","Pipiens",34,9,3.78,0,0,0.0119,0,0,0.045
"NW","28","2018","Tarsalis",411,9,45.67,0,0,0.0079,0,0,0.3608
"NW","28","2018","All",445,9,49.45,0,0,0.00820626895854398,0,0,0.4058
"NE","28","2018","Pipiens",48,10,4.8,0,0,0.0176,0,0,0.0845
"NE","28","2018","Tarsalis",857,10,85.7,0,0,0.0041,0,0,0.3514
"NE","28","2018","All",905,10,90.5,0,0,0.00481657458563536,0,0,0.4359
"SE","28","2018","Pipiens",63,15,4.2,0,0,0.0075,0,0,0.0315
"SE","28","2018","Tarsalis",1144,15,76.27,0,0,0.0031,0,0,0.2364
"SE","28","2018","All",1207,15,80.47,0,0,0.00332919100285821,0,0,0.2679
"SW","28","2018","Pipiens",7,9,0.78,0.019,0.0011,0.182,0.0148,9e-04,0.142
"SW","28","2018","Tarsalis",227,9,25.22,0,0,0.0131,0,0,0.3304
"SW","28","2018","All",234,9,26,0.000569230769230769,3.46153846153846e-05,0.0181692307692308,0.0148,9e-04,0.4724
"FC","28","2018","Pipiens",152,43,3.53,0.0011,1e-04,0.0055,0.0039,4e-04,0.0194
"FC","28","2018","Tarsalis",2639,43,61.37,0,0,0.0014,0,0,0.0859
"FC","28","2018","All",2791,43,64.9,6.00924499229584e-05,6.1633281972265e-06,0.00162249614791988,0.0039,4e-04,0.1053
"LV","28","2018","Pipiens",8,6,1.33,0,0,0.1789,0,0,0.2379
"LV","28","2018","Tarsalis",746,6,124.33,0,0,0.0046,0,0,0.5719
"LV","28","2018","All",754,6,125.66,0,0,0.00644437370682795,0,0,0.8098
"BE","28","2018","Pipiens",10,4,2.5,0,0,0.1459,0,0,0.3648
"BE","28","2018","Tarsalis",997,4,249.25,0.001,1e-04,0.0049,0.2492,0.0249,1.2213
"BE","28","2018","All",1007,4,251.75,0.00098987090367428,9.89076464746773e-05,0.00630029791459782,0.2492,0.0249,1.5861
"NW","29","2018","Pipiens",40,9,4.44,0,0,0.0349,0,0,0.155
"NW","29","2018","Tarsalis",316,9,35.11,0,0,0.01,0,0,0.3511
"NW","29","2018","All",356,9,39.55,0,0,0.0127964601769912,0,0,0.5061
"NE","29","2018","Pipiens",55,10,5.5,0,0,0.0209,0,0,0.1149
"NE","29","2018","Tarsalis",139,10,13.9,0,0,0.0214,0,0,0.2975
"NE","29","2018","All",194,10,19.4,0,0,0.0212577319587629,0,0,0.4124
"SE","29","2018","Pipiens",12,15,0.8,0.0014,1e-04,0.007,0.0011,1e-04,0.0056
"SE","29","2018","Tarsalis",659,15,43.93,0,0,0.0052,0,0,0.2284
"SE","29","2018","All",671,15,44.73,2.45919964229823e-05,2.23563603845294e-06,0.00523138832997988,0.0011,1e-04,0.234
"SW","29","2018","Pipiens",7,9,0.78,0,0,0.0777,0,0,0.0606
"SW","29","2018","Tarsalis",216,9,24,0.0048,3e-04,0.0248,0.1152,0.0072,0.5952
"SW","29","2018","All",223,9,24.78,0.00464891041162228,0.000290556900726392,0.0264648910411622,0.1152,0.0072,0.6558
"FC","29","2018","Pipiens",114,43,2.65,0.0011,1e-04,0.0052,0.0029,3e-04,0.0138
"FC","29","2018","Tarsalis",1330,43,30.93,8e-04,0,0.0037,0.0247,0,0.1144
"FC","29","2018","All",1444,43,33.58,0.000821917808219178,8.93388921977367e-06,0.00381774865991662,0.0276,3e-04,0.1282
"LV","29","2018","Pipiens",6,6,1,0,0,0.2312,0,0,0.2312
"LV","29","2018","Tarsalis",228,6,38,0.0045,3e-04,0.0233,0.171,0.0114,0.8854
"LV","29","2018","All",234,6,39,0.00438461538461539,0.000292307692307692,0.0286307692307692,0.171,0.0114,1.1166
"BE","29","2018","Pipiens",18,4,4.5,0,0,0.0839,0,0,0.3776
"BE","29","2018","Tarsalis",186,4,46.5,0,0,0.0152,0,0,0.7068
"BE","29","2018","All",204,4,51,0,0,0.0212627450980392,0,0,1.0844
"NW","30","2018","Pipiens",70,9,7.78,0.0056,0.0015,0.0155,0.0436,0.0117,0.1206
"NW","30","2018","Tarsalis",341,9,37.89,0,0,0.0094,0,0,0.3562
"NW","30","2018","All",411,9,45.67,0.000954674841252463,0.000256185679877381,0.0104401138603022,0.0436,0.0117,0.4768
"NE","30","2018","Pipiens",186,10,18.6,0,0,0.0131,0,0,0.2437
"NE","30","2018","Tarsalis",590,10,59,0,0,0.0057,0,0,0.3363
"NE","30","2018","All",776,10,77.6,0,0,0.00747422680412371,0,0,0.58
"SE","30","2018","Pipiens",29,15,1.93,0,0,0.0112,0,0,0.0216
"SE","30","2018","Tarsalis",302,15,20.13,0.0034,2e-04,0.0168,0.0684,0.004,0.3382
"SE","30","2018","All",331,15,22.06,0.00310063463281958,0.000181323662737987,0.016310063463282,0.0684,0.004,0.3598
"SW","30","2018","Tarsalis",104,9,11.56,0,0,0.0285,0,0,0.3295
"SW","30","2018","All",104,9,11.56,0,0,0.0285034602076125,0,0,0.3295
"FC","30","2018","Pipiens",285,43,6.63,0.0027,7e-04,0.0074,0.0179,0.0046,0.0491
"FC","30","2018","Tarsalis",1337,43,31.09,7e-04,0,0.0036,0.0218,0,0.1119
"FC","30","2018","All",1622,43,37.72,0.0010524920466596,0.000121951219512195,0.00426829268292683,0.0397,0.0046,0.161
"LV","30","2018","Tarsalis",205,6,34.17,0.005,3e-04,0.026,0.1708,0.0103,0.8884
"LV","30","2018","All",205,6,34.17,0.00499853672812409,0.000301434006438396,0.0259994146912496,0.1708,0.0103,0.8884
"BE","30","2018","Pipiens",21,4,5.25,0,0,0.0724,0,0,0.3801
"BE","30","2018","Tarsalis",312,4,78,0.0032,2e-04,0.0163,0.2496,0.0156,1.2714
"BE","30","2018","All",333,4,83.25,0.0029981981981982,0.000187387387387387,0.0198378378378378,0.2496,0.0156,1.6515
"NW","31","2018","Pipiens",91,9,10.11,0.0054,0.001,0.0183,0.0546,0.0101,0.185
"NW","31","2018","Tarsalis",258,9,28.67,0,0,0.0119,0,0,0.3412
"NW","31","2018","All",349,9,38.78,0.00140794223826715,0.000260443527591542,0.0135688499226405,0.0546,0.0101,0.5262
"NE","31","2018","Pipiens",392,10,39.2,0,0,0.0066,0,0,0.2587
"NE","31","2018","Tarsalis",275,10,27.5,0,0,0.0114,0,0,0.3135
"NE","31","2018","All",667,10,66.7,0,0,0.00857871064467766,0,0,0.5722
"SE","31","2018","Pipiens",245,15,16.33,0.0135,0.0063,0.0265,0.2205,0.1029,0.4327
"SE","31","2018","Tarsalis",545,15,36.33,0.0018,1e-04,0.0085,0.0654,0.0036,0.3088
"SE","31","2018","All",790,15,52.66,0.00542916824914546,0.00202240789973414,0.0140808963159894,0.2859,0.1065,0.7415
"SW","31","2018","Pipiens",39,9,4.33,0.0062,0.0011,0.0213,0.0268,0.0048,0.0922
"SW","31","2018","Tarsalis",232,9,25.78,0,0,0.0134,0,0,0.3455
"SW","31","2018","All",271,9,30.11,0.000890069744271006,0.000159415476585852,0.0145366987711724,0.0268,0.0048,0.4377
"FC","31","2018","Pipiens",767,43,17.84,0.0068,0.0037,0.0117,0.1213,0.066,0.2087
"FC","31","2018","Tarsalis",1310,43,30.47,8e-04,0,0.0036,0.0244,0,0.1097
"FC","31","2018","All",2077,43,48.31,0.00301593872904161,0.00136617677499483,0.00659076795694473,0.1457,0.066,0.3184
"LV","31","2018","Pipiens",28,6,4.67,0,0,0.0831,0,0,0.3881
"LV","31","2018","Tarsalis",126,6,21,0,0,0.0221,0,0,0.4641
"LV","31","2018","All",154,6,25.67,0,0,0.0331982859368913,0,0,0.8522
"BE","31","2018","Pipiens",22,4,5.5,0,0,0.0894,0,0,0.4917
"BE","31","2018","Tarsalis",313,4,78.25,0.0032,2e-04,0.0163,0.2504,0.0157,1.2755
"BE","31","2018","All",335,4,83.75,0.00298985074626866,0.000187462686567164,0.0211008955223881,0.2504,0.0157,1.7672
"NW","32","2018","Pipiens",286,9,31.78,0.0055,0.001,0.019,0.1748,0.0318,0.6038
"NW","32","2018","Tarsalis",279,9,31,0,0,0.0112,0,0,0.3472
"NW","32","2018","All",565,9,62.78,0.00278432621854094,0.00050653074227461,0.0151481363491558,0.1748,0.0318,0.951
"NE","32","2018","Pipiens",394,10,39.4,0.0014,1e-04,0.0068,0.0552,0.0039,0.2679
"NE","32","2018","Tarsalis",248,10,24.8,0,0,0.0125,0,0,0.31
"NE","32","2018","All",642,10,64.2,0.00085981308411215,6.07476635514019e-05,0.00900155763239876,0.0552,0.0039,0.5779
"SE","32","2018","Pipiens",244,15,16.27,0.0116,0.0047,0.0252,0.1887,0.0765,0.41
"SE","32","2018","Tarsalis",375,15,25,0,0,0.0086,0,0,0.215
"SE","32","2018","All",619,15,41.27,0.00457232856796705,0.0018536467167434,0.0151441725224134,0.1887,0.0765,0.625
"SW","32","2018","Pipiens",55,9,6.11,0.0084,5e-04,0.0467,0.0513,0.0031,0.2853
"SW","32","2018","Tarsalis",115,9,12.78,0,0,0.0239,0,0,0.3054
"SW","32","2018","All",170,9,18.89,0.00271572260455267,0.000164107993647432,0.0312705134992059,0.0513,0.0031,0.5907
"FC","32","2018","Pipiens",979,43,22.77,0.0061,0.0031,0.0109,0.1389,0.0706,0.2482
